MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,PricePerSqFt,PropertyAge,BasementBathrooms,BathroomAbvGr,OverallCondition,OverallExterior,TotalBsmtSqFt,TotalGrLivAreaSF,GarageQual+Cond
SC20,FV,84.0,11096.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,1Story,8.0,5.0,2006.0,2006.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,0.0,No,Attchd,1980.0,RFn,3.0,826.0,Y,0.0,25.0,No,Jul,2007.0,WD,Normal,249700.0,150.78502415458937,19.0,0.0,2.0,NormNorm,VinylSdVinylSd,500.75,1656.0,TATA
SC190,RM,33.0,4456.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,2fmCon,2Story,4.0,5.0,1920.0,2008.0,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,2.0,1.0,TA,8.0,Typ,0.0,No,No,1980.0,No,0.0,0.0,N,0.0,0.0,No,Jun,2009.0,New,Partial,113000.0,77.8236914600551,105.0,0.0,2.0,NormNorm,MetalSdMetalSd,736.0,1452.0,NoNo
SC20,RL,66.0,7742.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5.0,7.0,1966.0,1966.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,TA,6.0,Typ,0.0,No,Attchd,1980.0,Unf,1.0,386.0,Y,0.0,0.0,No,Jan,2007.0,WD,Normal,127000.0,132.98429319371726,59.0,1.0,1.0,NormNorm,HdBoardHdBoard,955.0,955.0,TATA
SC60,RL,0.0,13869.0,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,1Fam,2Story,6.0,6.0,1997.0,1997.0,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,TA,6.0,Typ,0.0,No,Attchd,1980.0,Fin,2.0,388.0,Y,0.0,75.0,No,Jul,2007.0,WD,Normal,177000.0,120.40816326530613,28.0,0.0,2.0,NormNorm,VinylSdVinylSd,794.0,1470.0,TATA
SC50,RM,52.0,6240.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,6.0,6.0,1934.0,1950.0,Gable,CompShg,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,6.0,Typ,1.0,Gd,Detchd,1980.0,Unf,2.0,528.0,Y,112.0,0.0,Shed,Sep,2006.0,WD,Normal,114500.0,97.3639455782313,91.0,0.0,1.0,NormNorm,Wd SdngWd Sdng,816.0,816.0,TATA
SC90,RM,110.0,8472.0,Grvl,None,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,Duplex,1Story,5.0,5.0,1963.0,1963.0,Gable,CompShg,None,0.0,Fa,TA,CBlock,Gd,TA,Gd,LwQ,GLQ,GasA,TA,N,SBrkr,2.0,1.0,TA,5.0,Typ,0.0,No,CarPort,1980.0,Unf,2.0,516.0,Y,106.0,0.0,No,May,2010.0,WD,Normal,110000.0,134.80392156862746,62.0,1.0,1.0,RRNnNorm,Wd SdngWd Sdng,104.0,816.0,TATA
SC20,RL,68.0,9478.5,Pave,None,IR1,Low,AllPub,Inside,Gtl,Veenker,1Fam,1Story,9.0,5.0,1981.0,1987.0,Gable,WdShngl,None,0.0,Gd,TA,CBlock,Ex,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,Gd,5.0,Typ,1.0,Gd,Attchd,1980.0,Fin,3.0,894.0,Y,0.0,72.0,No,Nov,2006.0,WD,Normal,163000.0,88.49077090119435,44.0,2.0,1.0,NormNorm,WdShingWd Shng,415.5,1842.0,TATA
SC80,RL,60.0,7134.0,Pave,None,Reg,Bnk,AllPub,Inside,Mod,NAmes,1Fam,SLvl,5.0,5.0,1955.0,1955.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,6.0,Min1,1.0,TA,Detchd,1980.0,Unf,2.0,572.0,Y,0.0,50.0,No,Feb,2007.0,WD,Normal,130000.0,95.58823529411765,70.0,0.0,1.0,NormNorm,MetalSdMetalSd,384.0,1360.0,TATA
SC20,RL,100.0,10175.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6.0,5.0,1964.0,1964.0,Gable,CompShg,BrkFace,272.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,TA,7.0,Typ,1.0,Gd,Attchd,1980.0,RFn,2.0,576.0,Y,0.0,0.0,No,Jul,2008.0,WD,Normal,180500.0,126.66666666666667,61.0,0.0,2.0,NormNorm,HdBoardPlywood,1425.0,1425.0,TATA
SC160,FV,24.0,2645.0,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Twnhs,2Story,8.0,5.0,1999.0,2000.0,Gable,CompShg,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,0.0,No,Attchd,1980.0,Fin,2.0,480.0,Y,115.0,0.0,No,Aug,2009.0,WD,Abnorml,172500.0,99.19493962047153,26.0,1.0,3.0,NormNorm,MetalSdMetalSd,970.0,1739.0,TATA
SC60,RL,89.0,11645.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,1Fam,2Story,7.0,5.0,2004.0,2004.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,565.0,Y,0.0,70.0,No,Aug,2006.0,WD,Normal,196500.0,114.24418604651163,21.0,0.0,3.0,NormNorm,VinylSdVinylSd,860.0,1720.0,TATA
SC60,RL,66.0,13682.0,Pave,None,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,1Fam,2Story,10.0,5.0,2006.0,2006.0,Hip,CompShg,BrkFace,0.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,10.0,Typ,1.0,Gd,BuiltIn,1980.0,Fin,3.0,641.0,Y,192.0,0.0,No,Oct,2006.0,New,Partial,163000.0,111.33879781420765,19.0,0.0,4.0,NormNorm,VinylSdVinylSd,1410.0,2945.0,TATA
SC20,RL,60.0,7200.0,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,5.0,7.0,1972.0,1972.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,Ex,Y,SBrkr,2.0,1.0,TA,4.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,352.0,Y,196.0,0.0,No,Jan,2008.0,WD,Normal,124900.0,160.12820512820514,53.0,0.0,1.0,NormNorm,HdBoardHdBoard,780.0,780.0,TATA
SC20,RL,63.0,13072.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,1Fam,1Story,6.0,5.0,2004.0,2004.0,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,5.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,576.0,Y,0.0,50.0,No,May,2006.0,New,Partial,158000.0,136.44214162348877,21.0,1.0,2.0,RRAeNorm,VinylSdVinylSd,1158.0,1158.0,TATA
SC75,RM,60.0,7200.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,1Fam,2.5Unf,5.0,7.0,1920.0,1996.0,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,GasA,TA,N,SBrkr,3.0,1.0,Fa,6.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,288.0,N,0.0,0.0,No,Mar,2007.0,WD,Normal,101000.0,90.9090909090909,105.0,0.0,1.0,NormNorm,MetalSdMetalSd,530.0,1111.0,TATA
SC120,RL,44.0,6442.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,TwnhsE,1Story,8.0,5.0,2006.0,2006.0,Gable,CompShg,Stone,178.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,2.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,1980.0,RFn,2.0,484.0,Y,120.0,49.0,No,Oct,2007.0,WD,Normal,202500.0,147.8102189781022,19.0,0.0,2.0,NormNorm,VinylSdVinylSd,1370.0,1370.0,TATA
SC70,RM,50.0,10300.0,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,OldTown,1Fam,2Story,7.0,6.0,1921.0,1950.0,Gable,CompShg,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,TA,9.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,480.0,Y,12.0,11.0,No,Apr,2010.0,WD,Normal,140000.0,81.87134502923976,104.0,0.0,2.0,RRAnFeedr,StuccoStucco,576.0,1710.0,TATA
SC60,RL,0.0,9375.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,7.0,5.0,1997.0,1998.0,Gable,CompShg,BrkFace,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,8.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,645.0,Y,0.0,36.0,No,Feb,2009.0,WD,Normal,219500.0,107.91543756145526,28.0,1.0,3.0,NormNorm,VinylSdVinylSd,1057.0,2034.0,TATA
SC60,RL,76.0,9591.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,1Fam,2Story,8.0,5.0,2004.0,2005.0,Gable,CompShg,BrkFace,344.0,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,4.0,1.0,Gd,9.0,Typ,1.0,Gd,BuiltIn,1980.0,RFn,3.0,852.0,Y,192.0,25.0,No,Oct,2007.0,WD,Normal,163000.0,65.91184795794581,21.0,0.0,3.0,NormNorm,VinylSdVinylSd,1143.0,2473.0,TATA
SC20,RL,0.0,9478.5,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,7.0,5.0,1970.0,1989.0,Gable,CompShg,BrkFace,287.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,3.0,1.0,TA,7.0,Min1,1.0,Gd,Attchd,1980.0,RFn,2.0,576.0,Y,301.0,0.0,No,Jul,2010.0,WD,Normal,180000.0,81.55867693701857,55.0,1.0,2.0,PosANorm,PlywoodPlywood,1947.0,1087.0,TATA
SC20,RL,72.0,10665.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7.0,5.0,2003.0,2003.0,Gable,CompShg,BrkFace,167.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,558.0,Y,144.0,29.0,No,Jun,2007.0,WD,Normal,226000.0,152.80594996619337,22.0,1.0,2.0,NormNorm,VinylSdVinylSd,1453.0,1479.0,TATA
SC30,RM,47.0,4608.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,1Fam,1Story,4.0,6.0,1945.0,1950.0,Gable,CompShg,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,2.0,1.0,TA,4.0,Typ,0.0,No,Attchd,1980.0,Unf,1.0,220.0,Y,0.0,0.0,No,Jun,2010.0,WD,Normal,80000.0,107.095046854083,80.0,0.0,1.0,ArteryNorm,MetalSdMetalSd,747.0,747.0,TATA
SC50,RL,81.0,15593.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,1Fam,1.5Fin,7.0,4.0,1953.0,1953.0,Gable,CompShg,None,0.0,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,GasW,TA,Y,SBrkr,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,667.0,Y,0.0,21.0,No,Jul,2006.0,WD,Normal,225000.0,98.38216003498033,72.0,0.0,2.0,NormNorm,BrkFaceAsbShng,1304.0,2287.0,TATA
SC20,RL,95.0,13651.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,7.0,6.0,1973.0,1973.0,Gable,CompShg,BrkFace,0.0,TA,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,TA,8.0,Typ,2.0,Gd,Attchd,1980.0,Fin,2.0,516.0,Y,300.0,0.0,No,Feb,2007.0,WD,Normal,244000.0,109.76158344579397,52.0,1.0,2.0,NormNorm,PlywoodPlywood,726.5,1087.0,TATA
SC20,RL,69.0,7599.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,1Fam,1Story,4.0,6.0,1982.0,2006.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,2.0,1.0,TA,4.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,360.0,Y,0.0,0.0,No,Jun,2007.0,WD,Normal,129500.0,153.25443786982248,43.0,1.0,1.0,NormNorm,HdBoardPlywood,845.0,845.0,TATA
SC60,RL,74.0,10141.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,1Fam,2Story,7.0,5.0,1998.0,1998.0,Gable,CompShg,BrkFace,40.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1980.0,Fin,2.0,427.0,Y,0.0,25.0,No,Dec,2009.0,WD,Normal,185000.0,107.68335273573923,27.0,0.0,3.0,NormNorm,VinylSdVinylSd,832.0,1718.0,TATA
SC20,RL,85.0,10200.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5.0,7.0,1954.0,2003.0,Gable,CompShg,BrkFace,104.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,GasA,Gd,Y,SBrkr,3.0,1.0,TA,6.0,Typ,0.0,No,Attchd,1980.0,Unf,2.0,490.0,Y,0.0,0.0,No,May,2010.0,WD,Normal,144900.0,133.4254143646409,71.0,1.0,1.0,NormNorm,Wd SdngWd Sdng,724.0,1086.0,TATA
SC50,RM,60.0,5790.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,1Fam,2Story,3.0,6.0,1915.0,1950.0,Gambrel,CompShg,None,0.0,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,GasA,Gd,N,SBrkr,3.0,1.0,TA,8.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,379.0,Y,0.0,0.0,No,May,2010.0,WD,Normal,107400.0,66.91588785046729,110.0,0.0,2.0,NormNorm,VinylSdVinylSd,840.0,1605.0,TATA
SC180,RM,21.0,1596.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Twnhs,SLvl,4.0,5.0,1973.0,1973.0,Gable,CompShg,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,2.0,1.0,TA,5.0,Typ,0.0,No,BuiltIn,1980.0,Unf,1.0,297.0,Y,120.0,25.0,No,Nov,2009.0,WD,Normal,91000.0,92.10526315789474,52.0,1.0,1.0,NormNorm,CemntBdCmentBd,462.0,988.0,TATA
SC20,RL,0.0,8475.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,4.0,7.0,1956.0,1956.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,2.0,1.0,TA,4.0,Typ,0.0,No,Detchd,1980.0,Unf,1.0,283.0,Y,0.0,0.0,No,Apr,2008.0,WD,Normal,135750.0,142.59453781512605,69.0,0.0,1.0,NormNorm,VinylSdVinylSd,952.0,952.0,TATA
SC50,RM,50.0,8635.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,5.0,5.0,1948.0,2001.0,Gable,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,GasA,TA,Y,SBrkr,2.0,1.0,TA,6.0,Min1,0.0,No,Detchd,1980.0,Unf,1.0,240.0,Y,0.0,0.0,No,Jan,2008.0,WD,Normal,127000.0,98.83268482490273,77.0,1.0,1.0,NormNorm,Wd SdngWd Sdng,631.0,1285.0,TATA
SC90,RL,72.0,10778.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Duplex,1Story,4.0,5.0,1968.0,1968.0,Hip,CompShg,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,N,SBrkr,4.0,1.0,TA,8.0,Typ,0.0,No,No,1980.0,No,0.0,0.0,Y,0.0,0.0,No,Apr,2010.0,WD,Normal,136500.0,77.20588235294117,57.0,0.0,2.0,NormNorm,HdBoardHdBoard,477.5,1768.0,NoNo
SC50,RM,60.0,10440.0,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,1Fam,2Story,5.0,6.0,1910.0,1981.0,Gable,CompShg,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,2.0,1.0,TA,5.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,440.0,Y,74.0,0.0,No,May,2009.0,WD,Normal,110000.0,89.4308943089431,115.0,0.0,2.0,NormNorm,Wd SdngWd Sdng,440.0,1230.0,TATA
SC60,RL,100.0,13000.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,1Fam,2Story,6.0,6.0,1968.0,1968.0,Gable,CompShg,BrkFace,0.0,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,4.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,1980.0,Fin,1.0,509.0,Y,0.0,72.0,No,Jun,2009.0,WD,Normal,193500.0,90.33613445378151,57.0,0.0,3.0,NormNorm,VinylSdVinylSd,896.0,2142.0,TATA
SC120,RM,32.0,4500.0,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,TwnhsE,1Story,6.0,5.0,1998.0,1998.0,Hip,CompShg,BrkFace,0.0,TA,Gd,PConc,Ex,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,2.0,1.0,TA,5.0,Typ,0.0,No,Attchd,1980.0,Fin,2.0,405.0,Y,0.0,25.0,No,Mar,2006.0,WD,Normal,153500.0,114.80927449513837,27.0,1.0,2.0,NormNorm,VinylSdVinylSd,1237.0,1337.0,TATA
SC20,RL,78.0,10206.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,1Fam,1Story,8.0,5.0,2007.0,2007.0,Gable,CompShg,Stone,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,1980.0,RFn,3.0,758.0,Y,144.0,25.0,No,Oct,2008.0,WD,Normal,245000.0,156.7498400511836,18.0,0.0,2.0,NormNorm,VinylSdVinylSd,1563.0,1563.0,TATA
SC20,RL,80.0,8892.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5.0,5.0,1960.0,1960.0,Gable,CompShg,BrkCmn,66.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,TA,6.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,461.0,Y,74.0,0.0,No,Jul,2007.0,COD,Normal,126500.0,118.77934272300469,65.0,0.0,2.0,NormNorm,MetalSdMetalSd,1065.0,1065.0,TATA
SC80,RL,0.0,8530.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,SLvl,7.0,5.0,1995.0,1996.0,Gable,CompShg,BrkFace,22.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,TA,7.0,Typ,1.0,TA,BuiltIn,1980.0,Fin,2.0,400.0,Y,120.0,72.0,Shed,May,2009.0,WD,Normal,168500.0,114.31478968792402,30.0,0.0,3.0,NormNorm,HdBoardHdBoard,384.0,1474.0,TATA
SC60,RL,121.0,16059.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,1Fam,2Story,8.0,5.0,1991.0,1992.0,Hip,CompShg,BrkFace,284.0,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,4.0,1.0,Gd,9.0,Typ,1.0,TA,Attchd,1980.0,Unf,2.0,462.0,Y,127.0,82.0,No,Apr,2006.0,WD,Normal,163000.0,67.4389739346297,34.0,0.0,3.0,NormNorm,HdBoardHdBoard,1288.0,2417.0,TATA
SC60,RL,122.0,11911.0,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,1Fam,2Story,6.0,5.0,2005.0,2005.0,Gable,CompShg,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,6.0,Typ,1.0,Gd,BuiltIn,1980.0,Fin,2.0,400.0,Y,100.0,38.0,No,Mar,2009.0,WD,Normal,174000.0,111.53846153846153,20.0,0.0,3.0,NormNorm,VinylSdVinylSd,684.0,1560.0,TATA
SC160,FV,40.0,3951.0,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,TwnhsE,2Story,6.0,5.0,2009.0,2009.0,Gable,CompShg,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,2.0,1.0,Gd,4.0,Typ,0.0,No,Detchd,1980.0,RFn,2.0,528.0,Y,0.0,25.0,No,Jun,2009.0,New,Partial,164500.0,134.3954248366013,16.0,0.0,3.0,NormNorm,VinylSdVinylSd,612.0,1224.0,TATA
SC50,C (all),105.0,8470.0,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,1Fam,1.5Fin,3.0,5.0,1915.0,1982.0,Hip,CompShg,None,0.0,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,GasA,TA,N,SBrkr,2.0,1.0,Fa,6.0,Typ,0.0,No,No,1980.0,No,0.0,0.0,N,0.0,0.0,No,Oct,2009.0,ConLD,Abnorml,85000.0,55.70117955439056,110.0,0.0,1.0,FeedrFeedr,PlywoodPlywood,1013.0,1013.0,NoNo
SC20,RL,60.0,8070.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,4.0,5.0,1994.0,1995.0,Gable,CompShg,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,TA,5.0,Typ,0.0,No,No,1980.0,No,0.0,0.0,Y,0.0,0.0,No,Aug,2007.0,WD,Normal,123600.0,124.84848484848484,31.0,1.0,1.0,NormNorm,VinylSdVinylSd,990.0,990.0,NoNo
SC20,RL,60.0,7200.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,4.0,5.0,1950.0,1950.0,Gable,CompShg,None,0.0,TA,TA,Slab,No,No,No,No,No,GasA,TA,Y,SBrkr,2.0,1.0,TA,4.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,420.0,Y,0.0,29.0,No,Jul,2006.0,WD,Normal,109900.0,105.67307692307692,75.0,0.0,1.0,NormNorm,BrkFaceWd Sdng,0.0,1040.0,TATA
SC20,RL,85.0,8500.0,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5.0,5.0,1961.0,1961.0,Hip,CompShg,BrkCmn,203.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,2.0,1.0,TA,6.0,Typ,0.0,No,Attchd,1980.0,Unf,2.0,480.0,Y,0.0,0.0,No,Dec,2006.0,WD,Abnorml,98600.0,79.83805668016194,64.0,0.0,1.0,NormNorm,HdBoardHdBoard,1235.0,1235.0,TATA
SC30,RL,80.0,13360.0,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,1Fam,1Story,5.0,7.0,1921.0,2006.0,Gable,CompShg,None,0.0,TA,Gd,BrkTil,Gd,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,2.0,1.0,TA,5.0,Typ,0.0,No,Detchd,1980.0,Unf,2.0,432.0,Y,0.0,0.0,No,Aug,2009.0,WD,Normal,163500.0,169.6058091286307,104.0,1.0,1.0,NormNorm,Wd SdngWd Sdng,876.0,964.0,TATA
SC190,C (all),60.0,7200.0,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,2fmCon,2.5Unf,6.0,6.0,1910.0,1998.0,Hip,CompShg,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Rec,Unf,GasW,Ex,N,SBrkr,4.0,1.0,TA,9.0,Typ,1.0,Gd,Detchd,1980.0,Unf,2.0,506.0,Y,0.0,0.0,No,Nov,2007.0,WD,Normal,133900.0,58.44609340899171,115.0,0.0,2.0,NormNorm,MetalSdMetalSd,1214.0,2291.0,TATA
SC60,RL,69.0,9337.0,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,1Fam,2Story,6.0,5.0,1997.0,1997.0,Gable,CompShg,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,3.0,1.0,Gd,7.0,Typ,0.0,No,Attchd,1980.0,RFn,2.0,684.0,Y,0.0,25.0,No,May,2007.0,WD,Normal,204750.0,114.64165733482643,28.0,1.0,3.0,NormNorm,VinylSdVinylSd,824.0,1786.0,TATA
SC60,RL,0.0,9765.0,Pave,None,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,1Fam,2Story,6.0,5.0,1993.0,1993.0,Gable,CompShg,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,Unf,GasA,Gd,Y,SBrkr,3.0,1.0,TA,6.0,Typ,1.0,TA,BuiltIn,1980.0,Fin,2.0,420.0,Y,232.0,63.0,Shed,Apr,2009.0,WD,Normal,185000.0,125.85034013605443,32.0,0.0,3.0,NormNorm,VinylSdVinylSd,680.0,1470.0,TATA
